Shared customer / facility source snapshot

1,000 full current records; same IDs and subproducts carry six EWS scores. Financial previous July; behavior/features reference March. Source ECL is generated model output, not an editable live calculator.

Case | Customer ID | Facility ID | Product | Subproduct | Pocket | Issue S0 | Detail S1 | Corroborated S3 | Policy S4 | Original app score | Behavior previous | Behavior current | PD12 previous | PD12 current | LGD previous | LGD current | Stage previous | Stage current | DPD previous | DPD current | GCA previous SAR | GCA current SAR | Limit previous SAR | Limit current SAR | CCF | EIR | Lifetime annual buckets | EAD decay | EAD previous SAR | EAD current SAR | Published ECL previous SAR | Published ECL current SAR | Feature1 previous | Feature1 current | Feature2 previous | Feature2 current | Employer | EWS Mar | EWS Apr | EWS May | EWS Jun | EWS Jul | EWS Aug | EWS band | Forward risk | Origination date | Policy ID | Source | Current bad | Recovery delay previous years | Recovery delay current years | Net recovery fraction previous | Net recovery fraction current | Exact issue | Evidence status | EWS reasons | Observed default event | Default metric/window
C01 | D01-0001 | F01-0001 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 598 | 654 | 484 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 20 | 18343.7 | 21855.9 | 22439.32 | 22439.32 | 0.5 | 0.18 | 2 | 0.92 | 20391.510000000002 | 22147.61 | 456.7335340245764 | 2585.23338086044 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer B | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-01-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0002 | F01-0002 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 601 | 657 | 487 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 21 | 19061.05 | 22710.6 | 23316.84 | 23316.84 | 0.5 | 0.18 | 2 | 0.92 | 21188.945 | 23013.72 | 474.5946588605933 | 2686.3321668466942 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer C | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-02-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0003 | F01-0003 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 604 | 660 | 490 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 22 | 19778.4 | 23565.3 | 24194.35 | 24194.35 | 0.5 | 0.18 | 2 | 0.92 | 21986.375 | 23879.824999999997 | 492.45567170550856 | 2787.430369195847 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer D | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-03-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0004 | F01-0004 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 607 | 663 | 493 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 23 | 20495.75 | 24420 | 25071.87 | 25071.87 | 0.5 | 0.18 | 2 | 0.92 | 22783.809999999998 | 24745.934999999998 | 510.31679654152543 | 2888.529155182102 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer E | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-04-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0005 | F01-0005 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 610 | 666 | 496 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 24 | 21213.1 | 25274.7 | 25949.38 | 25949.38 | 0.5 | 0.18 | 2 | 0.92 | 23581.239999999998 | 25612.04 | 528.1778093864407 | 2989.6273575312553 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer F | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-05-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0006 | F01-0006 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 598 | 654 | 484 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 25 | 21930.45 | 26129.4 | 26826.9 | 26826.9 | 0.5 | 0.18 | 2 | 0.92 | 24378.675000000003 | 26478.15 | 546.0389342224578 | 3090.7261435175105 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer G | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-06-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0007 | F01-0007 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 601 | 657 | 487 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 26 | 22647.8 | 26984.1 | 27704.41 | 27704.41 | 0.5 | 0.18 | 2 | 0.92 | 25176.105 | 27344.254999999997 | 563.899947067373 | 3191.824345866664 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer H | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-07-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0008 | F01-0008 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 604 | 660 | 490 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 27 | 18343.7 | 21855.9 | 22439.32 | 22439.32 | 0.5 | 0.18 | 2 | 0.92 | 20391.510000000002 | 22147.61 | 456.7335340245764 | 2585.23338086044 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer I | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-08-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0009 | F01-0009 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 607 | 663 | 493 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 28 | 19061.05 | 22710.6 | 23316.84 | 23316.84 | 0.5 | 0.18 | 2 | 0.92 | 21188.945 | 23013.72 | 474.5946588605933 | 2686.3321668466942 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer B | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-01-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
C01 | D01-0010 | F01-0010 | CREDIT_CARD | ALPHA_CARD_DEMO | 1 | 1 | 1 | 1 | 1 | 610 | 666 | 496 | 0.035 | 0.105 | 0.68 | 0.7 | 1 | 2 | 0 | 29 | 19778.4 | 23565.3 | 24194.35 | 24194.35 | 0.5 | 0.18 | 2 | 0.92 | 21986.375 | 23879.824999999997 | 492.45567170550856 | 2787.430369195847 | 0.415 | 0.974 | 0.28 | 0.055 | DEMO Employer C | 18 | 20.2 | 22.4 | 24.6 | 26.8 | 29 | HIGH | 1 | 2024-02-15 00:00:00 | DEMO-CC-01 | SYN | 0 | 0.5 | 0.5 | 0.31999999999999995 | 0.30000000000000004 | Alpha Card early arrears | VERIFIED_CORROBORATED | Utilization; Repayment proportion | 0 | Current-month first default
